home_team,away_team,home_wr,away_wr,games
Man City,Liverpool,0.5,0.0,2
Man City,West Ham,1.0,0.0,1
Man City,Bournemouth,1.0,0.0,1
Man City,Burnley,1.0,0.0,2
Man City,Crystal Palace,0.5,0.0,2
Man City,Watford,1.0,0.0,1
Man City,Tottenham,0.0,0.0,1
Man City,Leicester,0.5,0.5,2
Man City,Newcastle,1.0,0.0,2
Man City,Man United,0.0,1.0,1
Man City,Arsenal,1.0,0.0,2
Man City,Aston Villa,1.0,0.0,2
Man City,Brighton,1.0,0.0,2
Man City,Everton,1.0,0.0,1
Man City,Norwich,1.0,0.0,1
Man City,Southampton,1.0,0.0,1
Man City,Sheffield United,1.0,0.0,1
Man City,Chelsea,1.0,0.0,1
Man City,Wolves,0.0,1.0,1
Man City,Fulham,1.0,0.0,1
Man City,West Brom,0.0,0.0,1
Man City,Leeds,0.0,0.0,0
Sheffield United,Liverpool,0.0,1.0,1
Sheffield United,West Ham,0.5,0.5,2
Sheffield United,Bournemouth,1.0,0.0,1
Sheffield United,Burnley,1.0,0.0,1
Sheffield United,Crystal Palace,1.0,0.0,1
Sheffield United,Watford,0.0,0.0,1
Sheffield United,Tottenham,0.5,0.5,2
Sheffield United,Leicester,0.0,1.0,2
Sheffield United,Newcastle,0.5,0.5,2
Sheffield United,Man United,0.0,0.5,2
Sheffield United,Arsenal,1.0,0.0,1
Sheffield United,Aston Villa,1.0,0.0,1
Sheffield United,Brighton,0.0,0.0,1
Sheffield United,Everton,0.0,1.0,2
Sheffield United,Norwich,1.0,0.0,1
Sheffield United,Southampton,0.0,1.0,1
Sheffield United,Man City,0.0,1.0,2
Sheffield United,Chelsea,1.0,0.0,1
Sheffield United,Wolves,0.5,0.5,2
Sheffield United,Fulham,0.0,0.0,1
Sheffield United,West Brom,0.0,0.0,0
Sheffield United,Leeds,0.0,1.0,1
Chelsea,Liverpool,0.0,1.0,2
Chelsea,West Ham,0.5,0.5,2
Chelsea,Bournemouth,0.0,1.0,1
Chelsea,Burnley,1.0,0.0,1
Chelsea,Crystal Palace,1.0,0.0,2
Chelsea,Watford,1.0,0.0,1
Chelsea,Tottenham,0.5,0.0,2
Chelsea,Leicester,0.0,0.0,1
Chelsea,Newcastle,1.0,0.0,1
Chelsea,Man United,0.0,1.0,1
Chelsea,Arsenal,0.0,0.0,1
Chelsea,Aston Villa,0.5,0.0,2
Chelsea,Brighton,1.0,0.0,1
Chelsea,Everton,1.0,0.0,1
Chelsea,Norwich,1.0,0.0,1
Chelsea,Southampton,0.0,0.5,2
Chelsea,Man City,0.5,0.5,2
Chelsea,Sheffield United,0.5,0.0,2
Chelsea,Wolves,1.0,0.0,1
Chelsea,Fulham,0.0,0.0,0
Chelsea,West Brom,0.0,0.0,0
Chelsea,Leeds,1.0,0.0,1
Wolves,Liverpool,0.0,1.0,1
Wolves,West Ham,1.0,0.0,1
Wolves,Bournemouth,1.0,0.0,1
Wolves,Burnley,0.0,0.0,1
Wolves,Crystal Palace,1.0,0.0,2
Wolves,Watford,1.0,0.0,1
Wolves,Tottenham,0.0,0.5,2
Wolves,Leicester,0.0,0.0,1
Wolves,Newcastle,0.0,0.0,2
Wolves,Man United,0.0,0.0,1
Wolves,Arsenal,0.0,1.0,1
Wolves,Aston Villa,0.5,0.5,2
Wolves,Brighton,0.0,0.0,1
Wolves,Everton,0.5,0.5,2
Wolves,Norwich,1.0,0.0,1
Wolves,Southampton,0.0,0.0,2
Wolves,Man City,0.5,0.5,2
Wolves,Sheffield United,0.0,0.0,1
Wolves,Chelsea,0.5,0.5,2
Wolves,Fulham,1.0,0.0,1
Wolves,West Brom,0.0,1.0,1
Wolves,Leeds,0.0,0.0,0
Fulham,Liverpool,0.0,0.0,1
Fulham,West Ham,0.0,0.0,0
Fulham,Bournemouth,0.0,0.0,0
Fulham,Burnley,0.0,0.0,0
Fulham,Crystal Palace,0.0,1.0,1
Fulham,Watford,0.0,0.0,0
Fulham,Tottenham,0.0,0.0,0
Fulham,Leicester,0.0,0.0,0
Fulham,Newcastle,0.0,0.0,0
Fulham,Man United,0.0,1.0,1
Fulham,Arsenal,0.0,1.0,1
Fulham,Aston Villa,0.0,1.0,1
Fulham,Brighton,0.0,0.0,1
Fulham,Everton,0.0,1.0,1
Fulham,Norwich,0.0,0.0,0
Fulham,Southampton,0.0,0.0,1
Fulham,Man City,0.0,0.0,0
Fulham,Sheffield United,0.0,0.0,0
Fulham,Chelsea,0.0,1.0,1
Fulham,Wolves,0.0,0.0,0
Fulham,West Brom,1.0,0.0,1
Fulham,Leeds,0.0,0.0,0
West Brom,Liverpool,0.0,0.0,0
West Brom,West Ham,0.0,0.0,0
West Brom,Bournemouth,0.0,0.0,0
West Brom,Burnley,0.0,0.0,1
West Brom,Crystal Palace,0.0,1.0,1
West Brom,Watford,0.0,0.0,0
West Brom,Tottenham,0.0,1.0,1
West Brom,Leicester,0.0,1.0,1
West Brom,Newcastle,0.0,0.0,0
West Brom,Man United,0.0,0.0,0
West Brom,Arsenal,0.0,1.0,1
West Brom,Aston Villa,0.0,1.0,1
West Brom,Brighton,0.0,0.0,0
West Brom,Everton,0.0,0.0,0
West Brom,Norwich,0.0,0.0,0
West Brom,Southampton,0.0,0.0,0
West Brom,Man City,0.0,0.0,0
West Brom,Sheffield United,1.0,0.0,1
West Brom,Chelsea,0.0,0.0,1
West Brom,Wolves,0.0,0.0,0
West Brom,Fulham,0.0,0.0,0
West Brom,Leeds,0.0,1.0,1
Leeds,Liverpool,0.0,0.0,0
Leeds,West Ham,0.0,1.0,1
Leeds,Bournemouth,0.0,0.0,0
Leeds,Burnley,1.0,0.0,1
Leeds,Crystal Palace,0.0,0.0,0
Leeds,Watford,0.0,0.0,0
Leeds,Tottenham,0.0,0.0,0
Leeds,Leicester,0.0,1.0,1
Leeds,Newcastle,1.0,0.0,1
Leeds,Man United,0.0,0.0,0
Leeds,Arsenal,0.0,0.0,1
Leeds,Aston Villa,0.0,0.0,0
Leeds,Brighton,0.0,1.0,1
Leeds,Everton,0.0,0.0,0
Leeds,Norwich,0.0,0.0,0
Leeds,Southampton,0.0,0.0,0
Leeds,Man City,0.0,0.0,1
Leeds,Sheffield United,0.0,0.0,0
Leeds,Chelsea,0.0,0.0,0
Leeds,Wolves,0.0,1.0,1
Leeds,Fulham,1.0,0.0,1
Leeds,West Brom,0.0,0.0,0
